Field ID,Acreage,State,County,2024 Winter Crop,2024 Cash Crop,2024 Tillage,2023 Winter Crop,2023 Cash Crop,2023 Tillage,2022 Winter Crop,2022 Cash Crop,2022 Tillage,2021 Winter Crop,2021 Cash Crop,2021 Tillage,2020 Winter Crop,2020 Cash Crop,2020 Tillage,2019 Winter Crop,2019 Cash Crop,2019 Tillage,2018 Winter Crop,2018 Cash Crop,2018 Tillage,2017 Winter Crop,2017 Cash Crop,2017 Tillage
mppf.sp.a_andersons.20240312151658608_zHVoqBIAs4Ez,24.68604,MI,Genesee,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Fallow,Conventional Tillage,No,Corn,Conventional Tillage,,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240313131649371_CsGUSNZKsDcz9,72.5617963,MI,Arenac,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Winterwheat,Conservation Tillage,No,Drybeans,Conservation Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,,Soybeans,
mppf.sp.a_andersons.u20240313131649371_CsGUSNZKsDcz13,27.5408045,MI,Arenac,No,Drybeans,No Till,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Drybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,,Soybeans,
mppf.sp.a_andersons.20240314195851930_adV6Gq7zAhkz,9.1621641,MI,Genesee,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Alfalfa,Conservation Tillage,No,Alfalfa,Conservation Tillage,No,Winterwheat,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Soybeans,Conservation Tillage
mppf.sp.a_andersons.20240312145611491_KUFM0-UhM24z,18.7501383,MI,Genesee,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Fallow,Conservation Tillage,No,Soybeans,Conventional Tillage,,Corn,Conservation Tillage
mppf.sp.a_andersons.20240317235742755_iv_UsabUigsz,118.3434107,MI,Lapeer,No,Soybeans,Conservation Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conventional Tillage,,Soybeans,Conservation Tillage
mppf.sp.a_andersons.20240403191516440_OefIn6tPI6wz,41.3413489,MI,Lenawee,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Fallow,Conservation Tillage,No,Corn,Conventional Tillage,,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240313134536444_GX4QHVsHHbIz9,15.7508511,MI,Lapeer,Yes,Soybeans,No Till,No,Corn,No Till,No,Soybeans,No Till,No,Corn,No Till,No,Soybeans,No Till,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240313134536444_GX4QHVsHHbIz10,3.2445384,MI,Lapeer,Yes,Soybeans,No Till,No,Corn,No Till,No,Soybeans,No Till,No,Corn,No Till,No,Soybeans,No Till,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240313134536444_GX4QHVsHHbIz11,10.8630925,MI,Lapeer,Yes,Soybeans,No Till,No,Corn,No Till,No,Soybeans,No Till,No,Corn,No Till,No,Soybeans,No Till,No,Corn,Conservation Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240313134536444_GX4QHVsHHbIz12,9.8515818,MI,Lapeer,Yes,Soybeans,No Till,No,Corn,No Till,No,Soybeans,No Till,No,Corn,No Till,No,Soybeans,No Till,No,Corn,Conservation Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240313134536444_GX4QHVsHHbIz13,16.6283413,MI,Lapeer,Yes,Soybeans,No Till,No,Corn,No Till,No,Soybeans,No Till,No,Corn,No Till,No,Soybeans,No Till,No,Corn,Conservation Tillage,No,Soybeans,Conventional Tillage,Yes,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240313134536444_GX4QHVsHHbIz14,35.1603181,MI,Lapeer,Yes,Corn,No Till,No,Soybeans,No Till,No,Corn,No Till,No,Soybeans,No Till,No,Corn,No Till,No,Soybeans,Conservation Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240313134536444_GX4QHVsHHbIz15,51.2028991,MI,Lapeer,Yes,Corn,No Till,No,Soybeans,No Till,No,Corn,No Till,No,Soybeans,No Till,No,Soybeans,No Till,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240313134536444_GX4QHVsHHbIz16,66.0042012,MI,Lapeer,Yes,Soybeans,No Till,No,Corn,No Till,No,Soybeans,No Till,No,Corn,No Till,No,Soybeans,No Till,No,Corn,Conservation Tillage,No,Soybeans,Conventional Tillage,,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240307205953256_vgDtPqntlJoz4,124.2279823,IN,Carroll,No,Soybeans,No Till,No,Corn,No Till,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,,Corn,Conservation Tillage
mppf.sp.a_andersons.20240403174309202_DWFK4VUprrIz,66.5537663,MI,Lenawee,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240302184925540_JWrXwi6u6iIz15,50.9824267,OH,Jefferson,No,Soybeans,No Till,Yes,Corn,No Till,Yes,Soybeans,Conservation Tillage,Yes,Winterwheat,No Till,No,Soybeans,Conservation Tillage,No,Corn,Conventional Tillage,No,Deciduousforest,Conservation Tillage,,Nomajority,
mppf.sp.a_andersons.u20240227155204957_9ap6QQeu1Nkz56,37.12321,OH,Jefferson,No,Soybeans,Conservation Tillage,Yes,Corn,Conservation Tillage,Yes,Soybeans,No Till,Yes,Winterwheat,No Till,No,Soybeans,Conservation Tillage,Yes,Corn,Conservation Tillage,No,Deciduousforest,Conservation Tillage,,Otherhaynonalfalfa,
mppf.sp.a_andersons.20240309143116757_vjfkbPvTdQ4z,7.3890556,MI,Lapeer,No,Corn,No Till,No,Soybeans,No Till,No,Corn,Conservation Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Soybeans,Conventional Tillage,,Soybeans,Conservation Tillage
mppf.sp.a_andersons.20240309142908161_W_myMISk2rwz,5.0542517,MI,Lapeer,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conventional Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conventional Tillage,,Soybeans,Conservation Tillage
mppf.sp.a_andersons.20240309143708301_xyB2gt1Qjh4z,13.1602252,MI,Lapeer,No,Corn,No Till,No,Soybeans,No Till,No,Corn,Conservation Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conventional Tillage,,Soybeans,Conservation Tillage
mppf.sp.a_andersons.20241125152252466_4Pq4FzQOJqsz,25.5215638,IN,Fulton,No,Soybeans,No Till,No,Corn,No Till,No,Soybeans,No Till,No,Corn,No Till,No,Soybeans,No Till,No,Corn,No Till,No,Soybeans,Conservation Tillage,No,Corn,Conventional Tillage
mppf.sp.a_andersons.20240403182743075_ohLSeCCsvp4z,18.7009044,MI,Lenawee,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,Yes,Soybeans,Conservation Tillage,No,Peas,Conservation Tillage,No,Corn,Conventional Tillage,No,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240326114318457_oPiYPUnAk-kz41,26.0492075,IL,Kankakee,No,Corn,No Till,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Corn,Conventional Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,,Corn,
mppf.sp.a_andersons.u20240426115648541_ugIAh1vBB5sz1,32.942654,IN,Pulaski,Yes,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,Yes,Winterwheat,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,No Till,No,Corn,Conservation Tillage,Yes,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240426115756845_IQ3bfQhdz84z1,64.388361,IN,Pulaski,Yes,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,Yes,Winterwheat,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240426115836752_ELw4bn5OGm4z1,39.2194853,IN,Pulaski,Yes,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,Yes,Winterwheat,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,No Till,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage
mppf.sp.a_andersons.20240314233218655_gRNlmKWQq6gz,78.8751117,MI,Tuscola,No,Soybeans,Conservation Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conventional Tillage,,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240313131649371_CsGUSNZKsDcz34,41.63285,MI,Bay,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,,Corn,
mppf.sp.a_andersons.u20240313131649371_CsGUSNZKsDcz27,55.1377011,MI,Bay,No,Soybeans,Conservation Tillage,No,Winterwheat,Conservation Tillage,No,Drybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Fallow,Conservation Tillage,No,Soybeans,Conservation Tillage,,Corn,
mppf.sp.a_andersons.20240315154103699_TSFT8V-1WhMz,35.6830937,MI,Genesee,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Fallow,Conservation Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conservation Tillage
mppf.sp.a_andersons.20240312201342383_WzImOhARlCUz,82.0893326,MI,Genesee,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Winterwheat,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage
mppf.sp.a_andersons.20240405182219418_egap29H7xHIz,48.0915458,MI,Genesee,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conservation Tillage
mppf.sp.a_andersons.20240312202131162_LOF6V8kRgHsz,36.6641548,MI,Genesee,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conservation Tillage
mppf.sp.a_andersons.20240317234241414_xNZP2Q1d7Bcz,19.5122576,MI,Lapeer,No,Soybeans,Conservation Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conservation Tillage,No,Fallow,Conservation Tillage,No,Soybeans,Conventional Tillage,,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240326200433817_HGSsjMZkj7sz9,76.9658403,IN,Carroll,No,Soybeans,No Till,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,No Till,Yes,Corn,Conservation Tillage,Yes,Winterwheat,Conservation Tillage,No,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240306131029734_BHVPdm0qFLUz9,55.8280051,IN,Fulton,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,Yes,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage
mppf.sp.a_andersons.20240309151233828_FLhXWaB3y54z,6.6673023,MI,Lapeer,No,Corn,No Till,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,Yes,Alfalfa,Conservation Tillage,Yes,Alfalfa,Conservation Tillage,,Pasture,Conservation Tillage
mppf.sp.a_andersons.u20240308183201225_oHSWmJPl_soz8,244.3572517,IN,Carroll,No,Corn,No Till,No,Soybeans,No Till,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240308183201225_oHSWmJPl_soz9,12.3891463,IN,Carroll,No,Corn,No Till,No,Soybeans,No Till,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240308183201225_oHSWmJPl_soz10,19.9852966,IN,Carroll,No,Corn,No Till,No,Soybeans,No Till,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240306125436855_LSLSMTc-Rq8z10,11.3081209,IN,Fulton,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,Yes,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,Yes,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240313134536444_GX4QHVsHHbIz17,13.7392743,MI,Lapeer,Yes,Soybeans,No Till,No,Corn,No Till,No,Soybeans,No Till,No,Corn,No Till,No,Soybeans,No Till,No,Corn,Conservation Tillage,No,Soybeans,Conventional Tillage,,Corn,Conservation Tillage
mppf.sp.a_andersons.20240404000913306_acSS9RF29Lgz,10.5737196,MI,Lapeer,No,Soybeans,Conservation Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Winterwheat,Conventional Tillage,No,Soybeans,Conservation Tillage,No,Winterwheat,Conservation Tillage,No,Soybeans,Conventional Tillage,,Winterwheat,Conservation Tillage
mppf.sp.a_andersons.u20240403184756581_t8CGk0mekzsz14,15.7799511,IN,Carroll,No,Corn,No Till,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20241203182450856_tPtNf1PbEAUz10,140.9646981,IN,Carroll,No,Soybeans,No Till,No,Corn,No Till,No,Soybeans,No Till,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Soybeans,No Till,No,Soybeans,No Till,No,Corn,No Till
mppf.sp.a_andersons.u20240326114318457_oPiYPUnAk-kz161,75.1944798,IL,Kankakee,No,Corn,No Till,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Corn,Conventional Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,No Till
mppf.sp.a_andersons.u20240326114318457_oPiYPUnAk-kz188,29.5559119,IL,Kankakee,No,Corn,No Till,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Corn,Conventional Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,,Corn,
mppf.sp.a_andersons.u20240326114318457_oPiYPUnAk-kz52,64.2587967,IL,Kankakee,No,Corn,No Till,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Corn,Conventional Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,,Corn,
mppf.sp.a_andersons.u20240326114318457_oPiYPUnAk-kz151,39.7728799,IL,Kankakee,No,Corn,No Till,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Corn,Conventional Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,,Corn,
mppf.sp.a_andersons.u20240326114318457_oPiYPUnAk-kz231,116.3878531,IL,Kankakee,No,Corn,No Till,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Corn,Conventional Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,,Corn,
mppf.sp.a_andersons.u20240326114318457_oPiYPUnAk-kz226,19.6944159,IL,Kankakee,No,Corn,No Till,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Corn,Conventional Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,,Corn,
mppf.sp.a_andersons.20240401183317309_DE6xm9c34IYz,35.0403158,OH,Pickaway,No,Corn,No Till,No,Soybeans,Conservation Tillage,No,Soybeans,Conservation Tillage,Yes,Corn,Conservation Tillage,Yes,Soybeans,Conservation Tillage,Yes,Winterwheat,Conservation Tillage,No,Soybeans,Conservation Tillage,,Corn,Conservation Tillage
mppf.sp.a_andersons.20240401185057380_YemGS-SHohEz,39.6846354,OH,Pickaway,No,Soybeans,No Till,No,Corn,Conservation Tillage,Yes,Soybeans,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240302184925540_JWrXwi6u6iIz16,38.9974151,OH,Harrison,Yes,Corn,No Till,Yes,Soybeans,No Till,Yes,Winterwheat,No Till,No,Soybeans,Conservation Tillage,No,Corn,No Till,No,Soybeans,Conservation Tillage,No,Soybeans,Conservation Tillage,,Corn,
mppf.sp.a_andersons.u20240302184925540_JWrXwi6u6iIz17,45.6823387,OH,Harrison,Yes,Corn,No Till,No,Soybeans,Conservation Tillage,Yes,Corn,No Till,Yes,Winterwheat,No Till,No,Soybeans,Conservation Tillage,Yes,Corn,Conservation Tillage,Yes,Winterwheat,Conservation Tillage,,Soybeans,
mppf.sp.a_andersons.20240305202715993_26xBoi-50P0z,37.5366648,IN,White,Yes,Corn,No Till,No,Winterwheat,Conservation Tillage,No,Corn,Conservation Tillage,No,Winterwheat,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240302184925540_JWrXwi6u6iIz12,8.5274364,OH,Harrison,Yes,Corn,No Till,No,Pasture,No Till,No,Pasture,No Till,No,Pasture,No Till,No,Pasture,No Till,Yes,Pasture,Conservation Tillage,Yes,Pasture,Conservation Tillage,,Deciduousforest,
mppf.sp.a_andersons.u20240426115914522_9fQPISA8Sv8z1,81.4474523,IN,Pulaski,Yes,Soybeans,No Till,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,Yes,Soybeans,Conservation Tillage
mppf.sp.a_andersons.20240403172910497_agcqLkGd_Jcz,59.1796327,MI,Lenawee,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,,Soybeans,Conservation Tillage
mppf.sp.a_andersons.20240314231446836_gA5SJehk6QYz,44.7914579,MI,Tuscola,No,Corn,Conservation Tillage,No,Winterwheat,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Soybeans,Conservation Tillage,,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240426115953583_PoyGvonHbHcz1,64.7161602,IN,Pulaski,Yes,Soybeans,No Till,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,Yes,Soybeans,Conservation Tillage
mppf.sp.a_andersons.20240309151451276_DEbMbXlDbRIz,4.4066613,MI,Lapeer,Yes,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Nomajority,Conservation Tillage,Yes,Nomajority,Conventional Tillage,,Soybeans,Conservation Tillage
mppf.sp.a_andersons.20240309151555241_6lazrYfFezUz,4.0369946,MI,Lapeer,Yes,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Winterwheat,Conservation Tillage,Yes,Fallow,Conservation Tillage,,Fallow,Conservation Tillage
mppf.sp.a_andersons.u20240313131649371_CsGUSNZKsDcz23,50.0131638,MI,Bay,No,Drybeans,Conservation Tillage,No,Winterwheat,Conservation Tillage,No,Drybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Drybeans,Conventional Tillage,No,Corn,Conservation Tillage,,Winterwheat,
mppf.sp.a_andersons.u20240307205953256_vgDtPqntlJoz9,109.6087825,IN,Carroll,No,Soybeans,No Till,No,Corn,No Till,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,,Corn,
mppf.sp.a_andersons.20240403181100184_wXqunIBTrUQz,74.7495175,MI,Lenawee,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,,Soybeans,Conservation Tillage
mppf.sp.a_andersons.20240319131815861_poCMGZ06dIoz,32.119667,IN,Blackford,No,Corn,No Till,No,Soybeans,No Till,No,Corn,No Till,No,Soybeans,No Till,No,Corn,No Till,No,Soybeans,,No,Corn,Conservation Tillage,,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240426120023264_xhz353AYkVUz1,34.0224866,IN,Pulaski,Yes,Corn,No Till,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,Yes,Soybeans,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240426120045256_D6OYXAHbTaoz1,25.9309223,IN,Pulaski,No,Corn,No Till,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,,Corn,
mppf.sp.a_andersons.u20240306131029734_BHVPdm0qFLUz11,93.661082,IN,Fulton,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240426120119819_fdVXZpMyzWsz1,21.3261232,IN,Pulaski,Yes,Soybeans,No Till,Yes,Alfalfa,No Till,Yes,Alfalfa,No Till,Yes,Alfalfa,No Till,Yes,Alfalfa,No Till,No,Soybeans,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240426120152944_TN4RI_sM8a8z1,27.6889029,IN,Pulaski,Yes,Alfalfa,No Till,Yes,Alfalfa,Conservation Tillage,Yes,Alfalfa,Conservation Tillage,No,Alfalfa,Conservation Tillage,Yes,Winterwheat,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240426120220366_hwF1YLTQUmIz1,76.4863558,IN,Pulaski,No,Corn,No Till,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240426120257329_BGtuImoAXboz1,78.5077971,IN,Pulaski,Yes,Soybeans,No Till,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,Yes,Soybeans,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240308202446580_nLNvWWmjrkoz21,31.0463505,OH,Lucas,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conventional Tillage,No,Corn,Conventional Tillage,No,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240308202446580_nLNvWWmjrkoz19,30.1128598,OH,Lucas,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240308202446580_nLNvWWmjrkoz20,15.4395894,OH,Lucas,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240308202446580_nLNvWWmjrkoz18,75.2585633,OH,Lucas,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage
mppf.sp.a_andersons.20240401181217697_AozP4kSvpXYz,129.9359946,OH,Pickaway,No,Corn,No Till,Yes,Soybeans,Conservation Tillage,Yes,Winterwheat,Conservation Tillage,Yes,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,,Corn,Conservation Tillage
